ateco_code,risk_level,description
47.78.50,basso,"Commercio al dettaglio di armi e munizioni, articoli militari RISCHIO"
47.78.60,basso,"Commercio al dettaglio di saponi, detersivi, prodotti per la lucidatura e affini RISCHIO"
47.78.91,basso,"Commercio al dettaglio di filatelia, numismatica e articoli da collezionismo RISCHIO"
47.78.93,basso,Commercio al dettaglio di articoli funerari e cimiteriali RISCHIO
47.78.94,basso,Commercio al dettaglio di articoli per adulti (sexy shop) RISCHIO
47.78.99,basso,Commercio al dettaglio di altri prodotti non alimentari nca RISCHIO
47.79.10,basso,Commercio al dettaglio di libri di seconda mano RISCHIO
47.79.20,basso,Commercio al dettaglio di mobili usati e oggetti di antiquariato RISCHIO
47.79.30,basso,Commercio al dettaglio di indumenti e altri oggetti usati RISCHIO
47.79.40,basso,Case d'asta al dettaglio (escluse aste via internet) RISCHIO
47.81.01,basso,Commercio al dettaglio ambulante di prodotti ortofrutticoli RISCHIO
47.81.02,basso,Commercio al dettaglio ambulante di prodotti ittici RISCHIO
47.81.03,basso,Commercio al dettaglio ambulante di carne RISCHIO
47.81.09,basso,Commercio al dettaglio ambulante di altri prodotti alimentari e bevande nca RISCHIO
47.82.02,basso,Commercio al dettaglio ambulante di calzature e pelletterie RISCHIO
47.89.01,basso,"Commercio al dettaglio ambulante di fiori, piante, bulbi, semi e fertilizzanti RISCHIO"
47.89.04,basso,Commercio al dettaglio ambulante di chincaglieria e bigiotteria RISCHIO
47.89.09,basso,Commercio al dettaglio ambulante di altri prodotti nca RISCHIO
47.91.20,basso,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato per televisione RISCHIO
47.91.30,basso,"Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza, radio, RISCHIO"
47.99.20,basso,Commercio effettuato per mezzo di distributori automatici RISCHIO
49.10.00,medio,Trasporto ferroviario di passeggeri (interurbano) RISCHIO
49.20.00,medio,Trasporto ferroviario di merci RISCHIO
49.31.00,medio,Trasporto terrestre di passeggeri in aree urbane e suburbane RISCHIO
49.32.10,medio,Trasporto con taxi RISCHIO
49.32.20,medio,Trasporto mediante noleggio di autovetture da rimessa con conducente RISCHIO
49.39.09,medio,Altre attività di trasporti terrestri di passeggeri nca RISCHIO
49.41.00,medio,Trasporto di merci su strada RISCHIO
49.42.00,medio,Servizi di trasloco RISCHIO
49.50.10,medio,Trasporto mediante condotte di gas RISCHIO
49.50.20,medio,Trasporto mediante condotte di liquidi RISCHIO
50.10.00,medio,Trasporto marittimo e costiero di passeggeri RISCHIO
50.20.00,medio,Trasporto marittimo e costiero di merci RISCHIO
50.30.00,medio,Trasporto di passeggeri per vie d'acqua interne (inclusi i trasporti lagunari) RISCHIO
50.40.00,medio,Trasporto di merci per vie d'acqua interne RISCHIO
51.10.10,medio,Trasporto aereo di linea di passeggeri RISCHIO
51.10.20,medio,Trasporto aereo non di linea di passeggeri; voli charter RISCHIO
51.21.00,medio,Trasporto aereo di merci RISCHIO
51.22.00,medio,Trasporto spaziale RISCHIO
52.10.10,medio,Magazzini di custodia e deposito per conto terzi RISCHIO
52.10.20,medio,Magazzini frigoriferi per conto terzi RISCHIO
52.21.10,medio,Gestione di infrastrutture ferroviarie RISCHIO
52.21.20,medio,"Gestione di strade, ponti, gallerie RISCHIO"
52.21.30,medio,Gestione di stazioni per autobus RISCHIO
52.21.40,medio,Gestione di centri di movimentazione merci (interporti) RISCHIO
52.21.50,medio,Gestione di parcheggi e autorimesse RISCHIO
52.21.60,medio,Attività di traino e soccorso stradale RISCHIO
52.21.90,medio,Altre attività connesse ai trasporti terrestri nca RISCHIO
52.22.09,medio,Altre attività dei servizi connessi al trasporto marittimo e per vie d'acqua RISCHIO
52.23.00,medio,Attività dei servizi connessi al trasporto aereo RISCHIO
52.24.10,medio,Movimento merci relativo a trasporti aerei RISCHIO
52.24.20,medio,Movimento merci relativo a trasporti marittimi e fluviali RISCHIO
52.24.30,medio,Movimento merci relativo a trasporti ferroviari RISCHIO
52.24.40,medio,Movimento merci relativo ad altri trasporti terrestri RISCHIO
52.29.10,medio,Spedizionieri e agenzie di operazioni doganali RISCHIO
52.29.21,medio,Intermediari dei trasporti RISCHIO
52.29.22,medio,Servizi logistici relativi alla distribuzione delle merci RISCHIO
53.10.00,medio,Attività postali con obbligo di servizio universale RISCHIO
53.20.00,medio,Altre attività postali e di corriere senza obbligo di servizio universale RISCHIO
55.10.00,basso,Alberghi RISCHIO
55.20.10,basso,Villaggi turistici RISCHIO
55.20.20,basso,Ostelli della gioventù RISCHIO
55.20.30,basso,Rifugi di montagna RISCHIO
55.20.40,basso,Colonie marine e montane RISCHIO
55.20.52,basso,Attività di alloggio connesse alle aziende agricole RISCHIO
55.30.00,basso,Aree di campeggio e aree attrezzate per camper e roulotte RISCHIO
55.90.10,basso,Gestione di vagoni letto RISCHIO
55.90.20,basso,Alloggi per studenti e lavoratori con servizi accessori di tipo alberghiero RISCHIO
56.10.11,basso,Ristorazione con somministrazione RISCHIO
56.10.12,basso,Attività di ristorazione connesse alle aziende agricole RISCHIO
56.10.20,basso,Ristorazione senza somministrazione con preparazione di cibi da asporto RISCHIO
56.10.30,basso,Gelaterie e pasticcerie RISCHIO
56.10.41,basso,Gelaterie e pasticcerie ambulanti RISCHIO
56.10.42,basso,Ristorazione ambulante RISCHIO
56.10.50,basso,Ristorazione su treni e navi RISCHIO
56.21.00,basso,"Catering per eventi, banqueting RISCHIO"
56.29.10,basso,Mense RISCHIO
56.29.20,basso,Catering continuativo su base contrattuale RISCHIO
56.30.00,basso,Bar e altri esercizi simili senza cucina RISCHIO
58.11.00,basso,Edizione di libri RISCHIO
58.12.01,basso,Pubblicazione di elenchi RISCHIO
58.12.02,basso,Pubblicazione di mailing list RISCHIO
58.13.00,basso,Edizione di quotidiani RISCHIO
58.14.00,basso,Edizione di riviste e periodici RISCHIO
58.19.00,basso,Altre attività editoriali RISCHIO
58.21.00,basso,Edizione di giochi per computer RISCHIO
58.29.00,basso,Edizione di altri software a pacchetto (esclusi giochi per computer) RISCHIO
59.11.00,basso,"Attività di produzione cinematografica, di video e di programmi televisivi RISCHIO"
59.12.00,basso,"Attività di post-produzione cinematografica, di video e di programmi televisivi RISCHIO"
59.13.00,basso,"Attività di distribuzione cinematografica, di video e di programmi televisivi RISCHIO"
59.14.00,basso,Attività di proiezione cinematografica RISCHIO
59.20.10,basso,Edizione di registrazioni sonore RISCHIO
59.20.20,basso,Edizione di musica stampata RISCHIO
59.20.30,basso,Studi di registrazione sonora RISCHIO
60.10.00,basso,Trasmissioni radiofoniche RISCHIO
60.20.00,basso,Programmazione e trasmissioni televisive RISCHIO
61.10.00,basso,Telecomunicazioni fisse RISCHIO
61.20.00,basso,Telecomunicazioni mobili RISCHIO
61.30.00,basso,Telecomunicazioni satellitari RISCHIO
61.90.10,basso,Erogazione di servizi di accesso ad internet (ISP) RISCHIO
61.90.20,basso,Posto telefonico pubblico ed Internet Point RISCHIO
61.90.91,basso,Intermediazione in servizi di telecomunicazione e trasmissione dati RISCHIO
61.90.99,basso,Altre attività connesse alle telecomunicazioni nca RISCHIO
62.01.00,basso,Produzione di software non connesso all'edizione RISCHIO
62.02.00,basso,Consulenza nel settore delle tecnologie dell'informatica RISCHIO
62.09.01,basso,Configurazione di personal computer RISCHIO
62.09.09,basso,Altre attività dei servizi connessi alle tecnologie dell'informatica nca RISCHIO
63.11.11,basso,Elaborazione elettronica di dati contabili (esclusi i Centri di assistenza fiscale - Caf) RISCHIO
63.11.19,basso,Altre elaborazioni elettroniche di dati RISCHIO
63.11.20,basso,Gestione database (attività delle banche dati) RISCHIO
63.11.30,basso,Hosting e fornitura di servizi applicativi (ASP) RISCHIO
63.12.00,basso,Portali web RISCHIO
63.91.00,basso,Attività delle agenzie di stampa RISCHIO
63.99.00,basso,Altre attività dei servizi di informazione nca RISCHIO
64.11.00,basso,Attività della Banca Centrale RISCHIO
64.19.10,basso,Intermediazione monetaria di istituti monetari diverse dalle Banche centrali RISCHIO
64.19.20,basso,Fondi comuni di investimento monetario RISCHIO
64.19.30,basso,Istituti di moneta elettronica (Imel) RISCHIO
64.19.40,basso,Cassa Depositi e Prestiti RISCHIO
64.20.00,basso,Attività delle società di partecipazione (holding) RISCHIO
64.30.10,basso,"Fondi comuni di investimento (aperti e chiusi, immobiliari, di mercato mobiliare) RISCHIO"
64.30.20,basso,Sicav (Società di investimento a capitale variabile) RISCHIO
64.91.00,basso,Leasing finanziario RISCHIO
64.92.01,basso,Attività dei consorzi di garanzia collettiva fidi RISCHIO
64.92.09,basso,Altre attività creditizie nca RISCHIO
64.99.10,basso,Attività di intermediazione mobiliare RISCHIO
64.99.20,basso,Attività di factoring RISCHIO
64.99.30,basso,Attività di merchant bank RISCHIO
64.99.40,basso,Attività delle società veicolo RISCHIO
64.99.50,basso,Attività di intermediazione in cambi RISCHIO
64.99.60,basso,Altre intermediazioni finanziarie nca RISCHIO
65.11.00,basso,Assicurazioni sulla vita RISCHIO
65.12.00,basso,Assicurazioni diverse da quelle sulla vita RISCHIO
65.20.00,basso,Attività di riassicurazione RISCHIO
65.30.10,basso,Attività dei fondi pensione aperti RISCHIO
65.30.20,basso,Attività dei fondi pensione negoziali RISCHIO
65.30.30,basso,Attività dei fondi pensione preesistenti RISCHIO
66.11.00,basso,Amministrazione di mercati finanziari RISCHIO
66.12.00,basso,Attività di negoziazione di contratti relativi a titoli e merci RISCHIO
66.19.10,basso,Attività di gestione ed elaborazione di pagamenti tramite carta di credito RISCHIO
66.19.21,basso,Promotori finanziari RISCHIO
66.19.22,basso,"Agenti, mediatori e procacciatori in prodotti finanziari RISCHIO"
66.19.30,basso,Attività delle società fiduciarie di amministrazione RISCHIO
66.19.40,basso,Attività di Bancoposta RISCHIO
66.19.50,basso,Servizi di trasferimento di denaro (money transfer) RISCHIO
66.21.00,basso,Attività dei periti e liquidatori indipendenti delle assicurazioni RISCHIO
66.22.02,basso,Agenti di assicurazioni RISCHIO
66.22.03,basso,Sub-agenti di assicurazioni RISCHIO
66.22.04,basso,"Produttori, procacciatori ed altri intermediari delle assicurazioni RISCHIO"
66.29.01,basso,Autorità centrali di vigilanza su assicurazioni e fondi pensione RISCHIO
66.29.09,basso,Altre attività ausiliarie delle assicurazioni e dei fondi pensione nca RISCHIO
66.30.00,basso,Gestione di fondi comuni di investimento e dei fondi pensione RISCHIO
68.10.00,basso,Compravendita di beni immobili effettuata su beni propri RISCHIO
68.20.01,basso,Locazione immobiliare di beni propri o in leasing (affitto) RISCHIO
68.20.02,basso,Affitto di aziende RISCHIO
68.31.00,basso,Attività di mediazione immobiliare RISCHIO
68.32.00,basso,Amministrazione di condomini e gestione di beni immobili per conto terzi RISCHIO
69.10.10,basso,Attività degli studi legali RISCHIO
69.10.20,basso,Attività degli studi notarili RISCHIO
69.20.11,basso,Servizi forniti da dottori commercialisti RISCHIO
69.20.12,basso,Servizi forniti da ragionieri e periti commerciali RISCHIO
69.20.14,basso,Attività svolta dai Centri di assistenza fiscale (Caf) RISCHIO
69.20.15,basso,Gestione ed amministrazione del personale per conto terzi RISCHIO
69.20.20,basso,Attività delle società di revisione e certificazione di bilanci RISCHIO
69.20.30,basso,Attività dei consulenti del lavoro RISCHIO
70.10.00,basso,Attività delle holding impegnate nelle attività gestionali (holding operative) RISCHIO
70.21.00,basso,Pubbliche relazioni e comunicazione RISCHIO
70.22.01,basso,Attività di consulenza per la gestione della logistica aziendale RISCHIO
71.11.00,basso,Attività degli studi di architettura RISCHIO
71.12.10,basso,Attività degli studi di ingegneria RISCHIO
71.12.20,basso,Servizi di progettazione di ingegneria integrata RISCHIO
71.12.30,basso,Attività tecniche svolte da geometri RISCHIO
71.12.40,basso,Attività di cartografia e aerofotogrammetria RISCHIO
71.12.50,basso,Attività di studio geologico e di prospezione geognostica e mineraria RISCHIO
71.20.10,basso,Collaudi e analisi tecniche di prodotti RISCHIO
71.20.21,basso,"Controllo di qualità e certificazione di prodotti, processi e sistemi RISCHIO"
71.20.22,basso,Attività per la tutela di beni di produzione controllata RISCHIO
72.11.00,basso,Ricerca e sviluppo sperimentale nel campo delle biotecnologie RISCHIO
72.19.01,basso,Ricerca e sviluppo sperimentale nel campo della geologia RISCHIO
72.19.09,basso,Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e RISCHIO
72.20.00,basso,Ricerca e sviluppo sperimentale nel campo delle scienze sociali e umanistiche RISCHIO
73.11.01,basso,Ideazione di campagne pubblicitarie RISCHIO
73.11.02,basso,Conduzione di campagne di marketing e altri servizi pubblicitari RISCHIO
73.12.00,basso,Attività delle concessionarie e degli altri intermediari di servizi pubblicitari RISCHIO
73.20.00,basso,Ricerche di mercato e sondaggi di opinione RISCHIO
74.10.10,basso,Attività di design di moda e design industriale RISCHIO
74.10.21,basso,Attività dei disegnatori grafici di pagine web RISCHIO
74.10.29,basso,Altre attività dei disegnatori grafici RISCHIO
74.10.30,basso,Attività dei disegnatori tecnici RISCHIO
74.10.90,basso,Altre attività di design RISCHIO
74.20.11,basso,Attività di fotoreporter RISCHIO
74.20.12,basso,Attività di riprese aeree nel campo della fotografia RISCHIO
74.20.19,basso,Altre attività di riprese fotografiche RISCHIO
74.20.20,basso,Laboratori fotografici per lo sviluppo e la stampa RISCHIO
74.30.00,basso,Traduzione e interpretariato RISCHIO
74.90.11,basso,Consulenza agraria fornita da agronomi RISCHIO
74.90.12,basso,Consulenza agraria fornita da agrotecnici e periti agrari RISCHIO
74.90.21,basso,Consulenza sulla sicurezza ed igiene dei posti di lavoro RISCHIO
74.90.29,basso,Altra attività di consulenza in materia di sicurezza RISCHIO
74.90.91,basso,Attività tecniche svolte da periti industriali RISCHIO
74.90.92,basso,Attività riguardanti le previsioni meteorologiche RISCHIO
74.90.93,basso,Altre attività di consulenza tecnica nca RISCHIO
74.90.94,basso,Agenzie ed agenti o procuratori per lo spettacolo e lo sport RISCHIO
74.90.99,basso,Altre attività professionali nca RISCHIO
75.00.00,basso,Servizi veterinari RISCHIO
77.11.00,basso,Noleggio di autovetture ed autoveicoli leggeri RISCHIO
77.12.00,basso,Noleggio di autocarri e di altri veicoli pesanti RISCHIO
77.21.01,basso,Noleggio di biciclette RISCHIO
77.21.02,basso,Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò) RISCHIO
77.21.09,basso,Noleggio di altre attrezzature sportive e ricreative RISCHIO
77.22.00,basso,"Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame RISCHIO"
77.29.10,basso,"Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario RISCHIO"
77.31.00,basso,Noleggio di macchine e attrezzature agricole RISCHIO
77.32.00,basso,Noleggio di macchine e attrezzature per lavori edili e di genio civile RISCHIO
77.33.00,basso,Noleggio di macchine e attrezzature per ufficio (inclusi i computer) RISCHIO
77.34.00,basso,Noleggio di mezzi di trasporto marittimo e fluviale RISCHIO
77.35.00,basso,Noleggio di mezzi di trasporto aereo RISCHIO
77.39.10,basso,Noleggio di altri mezzi di trasporto terrestri RISCHIO
77.39.91,basso,Noleggio di container adibiti ad alloggi o ad uffici RISCHIO
77.39.92,basso,Noleggio di container per diverse modalità di trasporto RISCHIO
77.39.99,basso,Noleggio senza operatore di altre macchine ed attrezzature nca RISCHIO
78.10.00,basso,"Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di RISCHIO"
78.20.00,basso,Attività delle agenzie di fornitura di lavoro temporaneo (interinale) RISCHIO
78.30.00,basso,Altre attività di fornitura e gestione di risorse umane (staff leasing) RISCHIO
79.11.00,basso,Attività delle agenzie di viaggio RISCHIO
79.12.00,basso,Attività dei tour operator RISCHIO
79.90.11,basso,"Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e RISCHIO"
79.90.20,basso,Attività delle guide e degli accompagnatori turistici RISCHIO
80.10.00,basso,Servizi di vigilanza privata RISCHIO
80.20.00,basso,Servizi connessi ai sistemi di vigilanza RISCHIO
80.30.00,basso,Servizi di investigazione privata RISCHIO
81.10.00,basso,Servizi integrati di gestione agli edifici RISCHIO
81.21.00,basso,Pulizia generale (non specializzata) di edifici RISCHIO
81.22.01,basso,Attività di sterilizzazione di attrezzature medico sanitarie RISCHIO
81.22.02,basso,Altre attività di pulizia specializzata di edifici e di impianti e macchinari industriali RISCHIO
81.29.10,basso,Servizi di disinfestazione RISCHIO
81.29.91,basso,"Pulizia e lavaggio di aree pubbliche, rimozione di neve e ghiaccio RISCHIO"
81.29.99,basso,Altre attività di pulizia nca RISCHIO
81.30.00,basso,"Cura e manutenzione del paesaggio (inclusi parchi, giardini e aiuole) RISCHIO"
82.11.01,basso,Servizi integrati di supporto per le funzioni d'ufficio RISCHIO
82.11.02,basso,"Gestione di uffici temporanei, uffici residence RISCHIO"
82.19.01,basso,"Spedizione di materiale propagandistico, compilazione e gestione di indirizzi RISCHIO"
82.20.00,basso,Attività dei call center RISCHIO
82.30.00,basso,Organizzazione di convegni e fiere RISCHIO
82.91.10,basso,Attività di agenzie di recupero crediti RISCHIO
82.91.20,basso,Agenzie di informazioni commerciali RISCHIO
82.92.10,basso,Imballaggio e confezionamento di generi alimentari RISCHIO
82.92.20,basso,Imballaggio e confezionamento di generi non alimentari RISCHIO
82.99.10,basso,Imprese di gestione esattoriale RISCHIO
82.99.20,basso,"Agenzie di distribuzione di libri, giornali e riviste RISCHIO"
82.99.30,basso,Servizi di gestione di pubblici mercati e pese pubbliche RISCHIO
82.99.40,basso,Richiesta certificati e disbrigo pratiche RISCHIO
82.99.91,basso,Servizi di stenotipia RISCHIO
82.99.99,basso,Altri servizi di sostegno alle imprese nca RISCHIO
84.11.20,medio,Attività di pianificazione generale e servizi statistici generali RISCHIO
84.12.10,medio,Regolamentazione dell'attività degli organismi preposti alla sanità RISCHIO
84.12.20,medio,Regolamentazione dell'attività degli organismi preposti all'istruzione RISCHIO
84.13.10,medio,Regolamentazione degli affari concernenti i combustibili e l'energia RISCHIO
84.13.20,medio,"Regolamentazione degli affari e servizi concernenti l'agricoltura, silvicoltura, RISCHIO"
84.13.40,medio,Regolamentazione degli affari e servizi concernenti la costruzione di strade RISCHIO
84.13.60,medio,Regolamentazione degli affari e servizi concernenti i trasporti e le comunicazioni RISCHIO
84.13.70,medio,Regolamentazione degli affari e servizi concernenti il commercio interno RISCHIO
84.13.80,medio,Regolamentazione degli affari e servizi concernenti il turismo RISCHIO
84.13.90,medio,Regolamentazione di altri affari e servizi economici RISCHIO
84.21.00,medio,Affari esteri RISCHIO
84.22.00,medio,Difesa nazionale RISCHIO
84.23.00,medio,Giustizia ed attività giudiziarie RISCHIO
84.24.00,medio,Ordine pubblico e sicurezza nazionale RISCHIO
84.25.10,medio,Attività dei vigili del fuoco RISCHIO
84.25.20,medio,Attività di protezione civile RISCHIO
84.30.00,medio,Assicurazione sociale obbligatoria RISCHIO
85.20.00,medio,Istruzione primaria: scuole elementari RISCHIO
85.31.10,medio,Istruzione secondaria di primo grado: scuole medie RISCHIO
85.31.20,medio,Istruzione secondaria di secondo grado di formazione generale: licei RISCHIO
85.32.01,medio,Scuole di vela e navigazione che rilasciano brevetti o patenti commerciali RISCHIO
85.32.02,medio,Scuole di volo che rilasciano brevetti o patenti commerciali RISCHIO
85.32.03,medio,"Scuole di guida professionale per autisti, ad esempio di autocarri, di autobus e di RISCHIO"
85.32.09,medio,"Altra istruzione secondaria di secondo grado di formazione tecnica, professionale RISCHIO"
85.41.00,medio,Istruzione e formazione tecnica superiore (IFTS) RISCHIO
85.42.00,medio,Istruzione universitaria e post-universitaria; accademie e conservatori RISCHIO
85.51.00,medio,Corsi sportivi e ricreativi RISCHIO
85.52.01,medio,Corsi di danza RISCHIO
85.52.09,medio,Altra formazione culturale RISCHIO
85.53.00,medio,"Autoscuole, scuole di pilotaggio e nautiche RISCHIO"
85.59.10,medio,Università popolare RISCHIO
85.59.20,medio,Corsi di formazione e corsi di aggiornamento professionale RISCHIO
85.59.30,medio,Scuole e corsi di lingua RISCHIO
85.59.90,medio,Altri servizi di istruzione nca RISCHIO
85.60.01,medio,Consulenza scolastica e servizi di orientamento scolastico RISCHIO
85.60.09,medio,Altre attività di supporto all'istruzione RISCHIO
86.10.10,alto,Ospedali e case di cura generici RISCHIO
86.10.20,alto,Ospedali e case di cura specialistici RISCHIO
86.10.30,alto,"Istituti, cliniche e policlinici universitari RISCHIO"
86.10.40,alto,Ospedali e case di cura per lunga degenza RISCHIO
86.21.00,alto,Servizi degli studi medici di medicina generale RISCHIO
86.22.01,alto,Prestazioni sanitarie svolte da chirurghi RISCHIO
86.22.02,alto,Ambulatori e poliambulatori del Servizio Sanitario Nazionale RISCHIO
86.22.03,alto,Attività dei centri di radioterapia RISCHIO
86.22.04,alto,Attività dei centri di dialisi RISCHIO
86.22.05,alto,Studi di omeopatia e di agopuntura RISCHIO
86.22.06,alto,Centri di medicina estetica RISCHIO
86.22.09,alto,Altri studi medici specialistici e poliambulatori RISCHIO
86.23.00,alto,Attività degli studi odontoiatrici RISCHIO
86.90.11,alto,Laboratori radiografici RISCHIO
86.90.12,alto,Laboratori di analisi cliniche RISCHIO
86.90.13,alto,Laboratori di igiene e profilassi RISCHIO
86.90.21,alto,Fisioterapia RISCHIO
86.90.29,alto,Altre attività paramediche indipendenti nca RISCHIO
86.90.30,alto,Attività svolta da psicologi RISCHIO
86.90.41,alto,Attività degli ambulatori tricologici RISCHIO
86.90.42,alto,"Servizi di ambulanza, delle banche del sangue e altri servizi sanitari nca RISCHIO"
87.10.00,alto,Strutture di assistenza infermieristica residenziale per anziani RISCHIO
87.30.00,alto,Strutture di assistenza residenziale per anziani e disabili RISCHIO
87.90.00,alto,Altre strutture di assistenza sociale residenziale RISCHIO
88.10.00,medio,Assistenza sociale non residenziale per anziani e disabili RISCHIO
88.91.00,medio,Servizi di asili nido; assistenza diurna per minori disabili RISCHIO
88.99.00,medio,Altre attività di assistenza sociale non residenziale nca RISCHIO
90.01.01,basso,Attività nel campo della recitazione RISCHIO
90.01.09,basso,Altre rappresentazioni artistiche RISCHIO
90.02.01,basso,Noleggio con operatore di strutture ed attrezzature per manifestazioni e RISCHIO
90.02.02,basso,Attività nel campo della regia RISCHIO
90.02.09,basso,Altre attività di supporto alle rappresentazioni artistiche RISCHIO
90.03.01,basso,Attività dei giornalisti indipendenti RISCHIO
90.03.02,basso,Attività di conservazione e restauro di opere d'arte RISCHIO
90.03.09,basso,Altre creazioni artistiche e letterarie RISCHIO
90.04.00,basso,"Gestione di teatri, sale da concerto e altre strutture artistiche RISCHIO"
91.01.00,basso,Attività di biblioteche ed archivi RISCHIO
91.02.00,basso,Attività di musei RISCHIO
91.03.00,basso,Gestione di luoghi e monumenti storici e attrazioni simili RISCHIO
91.04.00,basso,"Attività degli orti botanici, dei giardini zoologici e delle riserve naturali RISCHIO"
92.00.01,basso,"Ricevitorie del Lotto, SuperEnalotto, Totocalcio eccetera RISCHIO"
92.00.02,basso,Gestione di apparecchi che consentono vincite in denaro funzionanti a moneta o RISCHIO
92.00.09,basso,Altre attività connesse con le lotterie e le scommesse RISCHIO
93.11.10,basso,Gestione di stadi RISCHIO
93.11.20,basso,Gestione di piscine RISCHIO
93.11.30,basso,Gestione di impianti sportivi polivalenti RISCHIO
93.11.90,basso,Gestione di altri impianti sportivi nca RISCHIO
93.12.00,basso,Attività di club sportivi RISCHIO
93.13.00,basso,Gestione di palestre RISCHIO
93.19.10,basso,"Enti e organizzazioni sportive, promozione di eventi sportivi RISCHIO"
93.19.91,basso,Ricarica di bombole per attività subacquee RISCHIO
93.19.92,basso,Attività delle guide alpine RISCHIO
93.19.99,basso,Altre attività sportive nca RISCHIO
93.21.00,basso,Parchi di divertimento e parchi tematici RISCHIO
93.29.10,basso,"Discoteche, sale da ballo night-club e simili RISCHIO"
93.29.20,basso,"Gestione di stabilimenti balneari: marittimi, lacuali e fluviali RISCHIO"
93.29.30,basso,Sale giochi e biliardi RISCHIO
93.29.90,basso,Altre attività di intrattenimento e di divertimento nca RISCHIO
94.12.10,basso,Attività di federazioni e consigli di ordini e collegi professionali RISCHIO
94.12.20,basso,Attività di associazioni professionali RISCHIO
94.20.00,basso,Attività dei sindacati di lavoratori dipendenti RISCHIO
94.91.00,basso,Attività delle organizzazioni religiose nell'esercizio del culto RISCHIO
94.92.00,basso,Attività dei partiti e delle associazioni politiche RISCHIO
94.99.10,basso,Attività di organizzazioni per la tutela degli interessi e dei diritti dei cittadini RISCHIO
94.99.20,basso,"Attività di organizzazioni che perseguono fini culturali, ricreativi e la coltivazione RISCHIO"
94.99.30,basso,Attività di organizzazioni patriottiche e associazioni combattentistiche RISCHIO
94.99.40,basso,Attività di organizzazioni per la cooperazione e la solidarietà internazionale RISCHIO
94.99.50,basso,Attività di organizzazioni per la filantropia RISCHIO
94.99.60,basso,Attività di organizzazioni per la promozione e la difesa degli animali e RISCHIO
94.99.90,basso,Attività di altre organizzazioni associative nca RISCHIO
95.11.00,basso,Riparazione e manutenzione di computer e periferiche RISCHIO
95.12.01,basso,"Riparazione e manutenzione di telefoni fissi, cordless e cellulari RISCHIO"
95.12.09,basso,Riparazione e manutenzione di altre apparecchiature per le comunicazioni RISCHIO
95.21.00,basso,Riparazione di prodotti elettronici di consumo audio e video RISCHIO
95.22.01,basso,Riparazione di elettrodomestici e di articoli per la casa RISCHIO
95.22.02,basso,Riparazione di articoli per il giardinaggio RISCHIO
95.23.00,basso,"Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali RISCHIO"
95.24.01,basso,Riparazione di mobili e di oggetti di arredamento RISCHIO
95.24.02,basso,Laboratori di tappezzeria RISCHIO
95.25.00,basso,Riparazione di orologi e di gioielli RISCHIO
95.29.01,basso,Riparazione di strumenti musicali RISCHIO
95.29.03,basso,Modifica e riparazione di articoli di vestiario non effettuate dalle sartorie RISCHIO
95.29.09,basso,Riparazione di altri beni di consumo per uso personale e per la casa nca RISCHIO
96.01.10,basso,Attività delle lavanderie industriali RISCHIO
96.01.20,basso,"Altre lavanderie, tintorie RISCHIO"
96.02.01,basso,Servizi dei saloni di barbiere e parrucchiere RISCHIO
96.02.02,basso,Servizi degli istituti di bellezza RISCHIO
96.02.03,basso,Servizi di manicure e pedicure RISCHIO
96.03.00,basso,Servizi di pompe funebri e attività connesse RISCHIO
96.04.10,basso,Servizi di centri per il benessere fisico (esclusi gli stabilimenti termali) RISCHIO
96.04.20,basso,Stabilimenti termali RISCHIO
96.09.01,basso,"Attività di sgombero di cantine, solai e garage RISCHIO"
96.09.02,basso,Attività di tatuaggio e piercing RISCHIO
96.09.03,basso,Agenzie matrimoniali e d'incontro RISCHIO
96.09.04,basso,Servizi di cura degli animali da compagnia (esclusi i servizi veterinari) RISCHIO
96.09.05,basso,Organizzazione di feste e cerimonie RISCHIO
96.09.09,basso,Altre attività di servizi per la persona nca RISCHIO
97.00.00,basso,Attività di famiglie e convivenze come datori di lavoro per personale domestico RISCHIO
98.10.00,basso,Produzione di beni indifferenziati per uso proprio da parte di famiglie e RISCHIO
98.20.00,basso,Produzione di servizi indifferenziati per uso proprio da parte di famiglie e RISCHIO
99.00.00,basso,Organizzazioni ed organismi extraterritoriali RISCHIO
